Record Date,Country,Currency,Country - Currency Description,Exchange Rate,Effective Date,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2019-06-30,ZAMBIA,NEW KWACHA,ZAMBIA-NEW KWACHA,12.81,2019-06-30,190,2019,3,2019,2,06,30
2019-06-30,ZIMBABWE,DOLLAR,ZIMBABWE-DOLLAR,1.0,2019-06-30,191,2019,3,2019,2,06,30
2019-06-30,ZIMBABWE,RTGS,ZIMBABWE-RTGS,6.382,2019-06-30,192,2019,3,2019,2,06,30
2019-03-31,AFGHANISTAN,AFGHANI,AFGHANISTAN-AFGHANI,74.78,2019-03-31,1,2019,2,2019,1,03,31
2019-03-31,ALBANIA,LEK,ALBANIA-LEK,111.24,2019-03-31,2,2019,2,2019,1,03,31
2019-03-31,ALGERIA,DINAR,ALGERIA-DINAR,119.06,2019-03-31,3,2019,2,2019,1,03,31
2019-03-31,ANGOLA,KWANZA,ANGOLA-KWANZA,310.0,2019-03-31,4,2019,2,2019,1,03,31
2019-03-31,ANTIGUA,BARBUDA-E. CARIBBEAN DOLLAR,ANTIGUA-BARBUDA-E. CARIBBEAN DOLLAR,2.7,2019-03-31,5,2019,2,2019,1,03,31
2019-03-31,ARGENTINA,PESO,ARGENTINA-PESO,43.591,2019-03-31,6,2019,2,2019,1,03,31
2019-03-31,ARMENIA,DRAM,ARMENIA-DRAM,485.0,2019-03-31,7,2019,2,2019,1,03,31
2019-03-31,AUSTRALIA,DOLLAR,AUSTRALIA-DOLLAR,1.409,2019-03-31,8,2019,2,2019,1,03,31
2019-03-31,AUSTRIA,EURO,AUSTRIA-EURO,0.89,2019-03-31,9,2019,2,2019,1,03,31
2019-03-31,AZERBAIJAN,NEW MANAT,AZERBAIJAN-NEW MANAT,1.7,2019-03-31,10,2019,2,2019,1,03,31
2019-03-31,BAHAMAS,DOLLAR,BAHAMAS-DOLLAR,1.0,2019-03-31,11,2019,2,2019,1,03,31
2019-03-31,BAHRAIN,DINAR,BAHRAIN-DINAR,0.377,2019-03-31,12,2019,2,2019,1,03,31
2019-03-31,BANGLADESH,TAKA,BANGLADESH-TAKA,84.0,2019-03-31,13,2019,2,2019,1,03,31
2019-03-31,BARBADOS,DOLLAR,BARBADOS-DOLLAR,2.02,2019-03-31,14,2019,2,2019,1,03,31
2019-03-31,BELARUS,NEW RUBLE,BELARUS-NEW RUBLE,2.129,2019-03-31,15,2019,2,2019,1,03,31
2019-03-31,BELGIUM,EURO,BELGIUM-EURO,0.89,2019-03-31,16,2019,2,2019,1,03,31
2019-03-31,BELIZE,DOLLAR,BELIZE-DOLLAR,2.0,2019-03-31,17,2019,2,2019,1,03,31
2019-03-31,BENIN,CFA FRANC,BENIN-CFA FRANC,576.45,2019-03-31,18,2019,2,2019,1,03,31
2019-03-31,BERMUDA,DOLLAR,BERMUDA-DOLLAR,1.0,2019-03-31,19,2019,2,2019,1,03,31
2019-03-31,BOLIVIA,BOLIVIANO,BOLIVIA-BOLIVIANO,6.86,2019-03-31,20,2019,2,2019,1,03,31
2019-03-31,BOSNIA,MARKA,BOSNIA-MARKA,1.741,2019-03-31,21,2019,2,2019,1,03,31
2019-03-31,BOTSWANA,PULA,BOTSWANA-PULA,10.718,2019-03-31,22,2019,2,2019,1,03,31
2019-03-31,BRAZIL,REAL,BRAZIL-REAL,3.882,2019-03-31,23,2019,2,2019,1,03,31
2019-03-31,BRUNEI,DOLLAR,BRUNEI-DOLLAR,1.355,2019-03-31,24,2019,2,2019,1,03,31
2019-03-31,BULGARIA,LEV,BULGARIA-LEV,1.741,2019-03-31,25,2019,2,2019,1,03,31
2019-03-31,BURKINA FASO,CFA FRANC,BURKINA FASO-CFA FRANC,576.45,2019-03-31,26,2019,2,2019,1,03,31
2019-03-31,BURUNDI,FRANC,BURUNDI-FRANC,1790.0,2019-03-31,27,2019,2,2019,1,03,31
2019-03-31,CAMBODIA (KHMER),RIEL,CAMBODIA (KHMER)-RIEL,4103.0,2019-03-31,28,2019,2,2019,1,03,31
2019-03-31,CAMEROON,CFA FRANC,CAMEROON-CFA FRANC,616.79,2019-03-31,29,2019,2,2019,1,03,31
2019-03-31,CANADA,DOLLAR,CANADA-DOLLAR,1.341,2019-03-31,30,2019,2,2019,1,03,31
2019-03-31,CAPE VERDE,ESCUDO,CAPE VERDE-ESCUDO,97.045,2019-03-31,31,2019,2,2019,1,03,31
2019-03-31,CAYMAN ISLANDS,DOLLAR,CAYMAN ISLANDS-DOLLAR,0.82,2019-03-31,32,2019,2,2019,1,03,31
2019-03-31,CENTRAL AFRICAN REPUBLIC,CFA FRANC,CENTRAL AFRICAN REPUBLIC-CFA FRANC,616.79,2019-03-31,33,2019,2,2019,1,03,31
2019-03-31,CHAD,CFA FRANC,CHAD-CFA FRANC,616.79,2019-03-31,34,2019,2,2019,1,03,31
2019-03-31,CHILE,PESO,CHILE-PESO,677.22,2019-03-31,35,2019,2,2019,1,03,31
2019-03-31,CHINA,RENMINBI,CHINA-RENMINBI,6.713,2019-03-31,36,2019,2,2019,1,03,31
2019-03-31,COLOMBIA,PESO,COLOMBIA-PESO,3173.45,2019-03-31,37,2019,2,2019,1,03,31
2019-03-31,COMOROS,FRANC,COMOROS-FRANC,437.16,2019-03-31,38,2019,2,2019,1,03,31
2019-03-31,COSTA RICA,COLON,COSTA RICA-COLON,600.7,2019-03-31,39,2019,2,2019,1,03,31
2019-03-31,COTE D'IVOIRE,CFA FRANC,COTE D'IVOIRE-CFA FRANC,576.45,2019-03-31,40,2019,2,2019,1,03,31
2019-03-31,CROATIA,KUNA,CROATIA-KUNA,6.47,2019-03-31,41,2019,2,2019,1,03,31
2019-03-31,CUBA,PESO,CUBA-PESO,1.0,2019-03-31,42,2019,2,2019,1,03,31
2019-03-31,CYPRUS,EURO,CYPRUS-EURO,0.89,2019-03-31,43,2019,2,2019,1,03,31
2019-03-31,CZECH REPUBLIC,KORUNA,CZECH REPUBLIC-KORUNA,22.415,2019-03-31,44,2019,2,2019,1,03,31
2019-03-31,DEMOCRATIC REPUBLIC OF CONGO,FRANC,DEMOCRATIC REPUBLIC OF CONGO-FRANC,1630.0,2019-03-31,45,2019,2,2019,1,03,31
2019-03-31,DENMARK,KRONE,DENMARK-KRONE,6.646,2019-03-31,46,2019,2,2019,1,03,31
2019-03-31,DJIBOUTI,FRANC,DJIBOUTI-FRANC,177.0,2019-03-31,47,2019,2,2019,1,03,31
2019-03-31,DOMINICAN REPUBLIC,PESO,DOMINICAN REPUBLIC-PESO,50.2,2019-03-31,48,2019,2,2019,1,03,31
2019-03-31,ECUADOR,DOLARES,ECUADOR-DOLARES,1.0,2019-03-31,49,2019,2,2019,1,03,31
2019-03-31,EGYPT,POUND,EGYPT-POUND,17.28,2019-03-31,50,2019,2,2019,1,03,31
2019-03-31,EL SALVADOR,DOLARES,EL SALVADOR-DOLARES,1.0,2019-03-31,51,2019,2,2019,1,03,31
2019-03-31,EQUATORIAL GUINEA,CFA FRANC,EQUATORIAL GUINEA-CFA FRANC,616.79,2019-03-31,52,2019,2,2019,1,03,31
2019-03-31,ERITREA,NAKFA,ERITREA-NAKFA,15.0,2019-03-31,53,2019,2,2019,1,03,31
2019-03-31,ESTONIA,EURO,ESTONIA-EURO,0.89,2019-03-31,54,2019,2,2019,1,03,31
2019-03-31,ETHIOPIA,BIRR,ETHIOPIA-BIRR,28.49,2019-03-31,55,2019,2,2019,1,03,31
2019-03-31,EURO ZONE,EURO,EURO ZONE-EURO,0.89,2019-03-31,56,2019,2,2019,1,03,31
2019-03-31,FIJI,DOLLAR,FIJI-DOLLAR,2.104,2019-03-31,57,2019,2,2019,1,03,31
2019-03-31,FINLAND,EURO,FINLAND-EURO,0.89,2019-03-31,58,2019,2,2019,1,03,31
2019-03-31,FRANCE,EURO,FRANCE-EURO,0.89,2019-03-31,59,2019,2,2019,1,03,31
2019-03-31,GABON,CFA FRANC,GABON-CFA FRANC,616.79,2019-03-31,60,2019,2,2019,1,03,31
2019-03-31,GAMBIA,DALASI,GAMBIA-DALASI,50.0,2019-03-31,61,2019,2,2019,1,03,31
2019-03-31,GEORGIA,LARI,GEORGIA-LARI,2.7,2019-03-31,62,2019,2,2019,1,03,31
2019-03-31,GERMANY,EURO,GERMANY EURO,0.89,2019-03-31,63,2019,2,2019,1,03,31
2019-03-31,GHANA,CEDI,GHANA-CEDI,5.2,2019-03-31,64,2019,2,2019,1,03,31
2019-03-31,GREECE,EURO,GREECE-EURO,0.89,2019-03-31,65,2019,2,2019,1,03,31
2019-03-31,GRENADA,EAST CARIBBEAN DOLLAR,GRENADA-EAST CARIBBEAN DOLLAR,2.7,2019-03-31,66,2019,2,2019,1,03,31
2019-03-31,GUATEMALA,QUETZAL,GUATEMALA-QUETZAL,7.68,2019-03-31,67,2019,2,2019,1,03,31
2019-03-31,GUINEA,FRANC,GUINEA-FRANC,9106.0,2019-03-31,69,2019,2,2019,1,03,31
2019-03-31,GUINEA BISSAU,CFA FRANC,GUINEA BISSAU-CFA FRANC,576.45,2019-03-31,68,2019,2,2019,1,03,31
2019-03-31,GUYANA,DOLLAR,GUYANA-DOLLAR,215.0,2019-03-31,70,2019,2,2019,1,03,31
2019-03-31,HAITI,GOURDE,HAITI-GOURDE,83.19,2019-03-31,71,2019,2,2019,1,03,31
2019-03-31,HONDURAS,LEMPIRA,HONDURAS-LEMPIRA,25.0,2019-03-31,72,2019,2,2019,1,03,31
2019-03-31,HONG KONG,DOLLAR,HONG KONG-DOLLAR,7.85,2019-03-31,73,2019,2,2019,1,03,31
2019-03-31,HUNGARY,FORINT,HUNGARY-FORINT,285.99,2019-03-31,74,2019,2,2019,1,03,31
2019-03-31,ICELAND,KRONA,ICELAND-KRONA,122.28,2019-03-31,75,2019,2,2019,1,03,31
2019-03-31,INDIA,RUPEE,INDIA-RUPEE,68.7,2019-03-31,76,2019,2,2019,1,03,31
2019-03-31,INDONESIA,RUPIAH,INDONESIA-RUPIAH,14220.0,2019-03-31,77,2019,2,2019,1,03,31
2019-03-31,IRAN,RIAL,IRAN-RIAL,42000.0,2019-03-31,78,2019,2,2019,1,03,31
2019-03-31,IRAQ,DINAR,IRAQ-DINAR,1138.0,2019-03-31,79,2019,2,2019,1,03,31
2019-03-31,IRELAND,EURO,IRELAND-EURO,0.89,2019-03-31,80,2019,2,2019,1,03,31
2019-03-31,ISRAEL,SHEKEL,ISRAEL-SHEKEL,3.63,2019-03-31,81,2019,2,2019,1,03,31
2019-03-31,ITALY,EURO,ITALY-EURO,0.89,2019-03-31,82,2019,2,2019,1,03,31
2019-03-31,JAMAICA,DOLLAR,JAMAICA-DOLLAR,128.0,2019-03-31,83,2019,2,2019,1,03,31
2019-03-31,JAPAN,YEN,JAPAN-YEN,110.76,2019-03-31,84,2019,2,2019,1,03,31
2019-03-31,JERUSALEM,SHEKEL,JERUSALEM-SHEKEL,3.63,2019-03-31,85,2019,2,2019,1,03,31
2019-03-31,JORDAN,DINAR,JORDAN-DINAR,0.708,2019-03-31,86,2019,2,2019,1,03,31
2019-03-31,KAZAKHSTAN,TENGE,KAZAKHSTAN-TENGE,380.06,2019-03-31,87,2019,2,2019,1,03,31
2019-03-31,KENYA,SHILLING,KENYA-SHILLING,100.65,2019-03-31,88,2019,2,2019,1,03,31
2019-03-31,KOREA,WON,KOREA-WON,1135.05,2019-03-31,89,2019,2,2019,1,03,31
2019-03-31,KOSOVO,EURO,KOSOVO-EURO,0.89,2019-03-31,90,2019,2,2019,1,03,31
2019-03-31,KUWAIT,DINAR,KUWAIT-DINAR,0.304,2019-03-31,91,2019,2,2019,1,03,31
2019-03-31,KYRGYZSTAN,SOM,KYRGYZSTAN-SOM,69.8,2019-03-31,92,2019,2,2019,1,03,31
2019-03-31,LAOS,KIP,LAOS-KIP,8580.0,2019-03-31,93,2019,2,2019,1,03,31
2019-03-31,LATVIA,EURO,LATVIA-EURO,0.89,2019-03-31,94,2019,2,2019,1,03,31
2019-03-31,LEBANON,POUND,LEBANON-POUND,1500.0,2019-03-31,95,2019,2,2019,1,03,31
2019-03-31,LESOTHO,SOUTH AFRICAN RAND,LESOTHO-SOUTH AFRICAN RAND,14.515,2019-03-31,96,2019,2,2019,1,03,31
2019-03-31,LIBERIA,DOLLAR,LIBERIA-DOLLAR,164.01,2019-03-31,97,2019,2,2019,1,03,31
2019-03-31,LIBYA,DINAR,LIBYA-DINAR,1.386,2019-03-31,98,2019,2,2019,1,03,31
2019-03-31,LITHUANIA,EURO,LITHUANIA-EURO,0.89,2019-03-31,99,2019,2,2019,1,03,31
2019-03-31,LUXEMBOURG,EURO,LUXEMBOURG-EURO,0.89,2019-03-31,100,2019,2,2019,1,03,31
2019-03-31,MACEDONIA FYROM,DENAR(ARIARY),MACEDONIA FYROM-DENAR(ARIARY),54.57,2019-03-31,101,2019,2,2019,1,03,31
2019-03-31,MADAGASCAR,FRANC,MADAGASCAR-FRANC,3572.0,2019-03-31,102,2019,2,2019,1,03,31
2019-03-31,MALAWI,KWACHA,MALAWI-KWACHA,740.0,2019-03-31,103,2019,2,2019,1,03,31
2019-03-31,MALAYSIA,RINGGIT,MALAYSIA-RINGGIT,4.08,2019-03-31,104,2019,2,2019,1,03,31
2019-03-31,MALDIVES,RUFIYAA,MALDIVES-RUFIYAA,15.42,2019-03-31,105,2019,2,2019,1,03,31
2019-03-31,MALI,CFA FRANC,MALI-CFA FRANC,576.45,2019-03-31,106,2019,2,2019,1,03,31
2019-03-31,MALTA,EURO,MALTA-EURO,0.89,2019-03-31,107,2019,2,2019,1,03,31
2019-03-31,MARSHALLS ISLANDS,DOLLAR,MARSHALLS ISLANDS-DOLLAR,1.0,2019-03-31,108,2019,2,2019,1,03,31
2019-03-31,MARTINIQUE,EURO,MARTINIQUE-EURO,0.89,2019-03-31,109,2019,2,2019,1,03,31
2019-03-31,MAURITANIA,OUGUIYA,MAURITANIA-OUGUIYA,36.0,2019-03-31,110,2019,2,2019,1,03,31
2019-03-31,MAURITIUS,RUPEE,MAURITIUS-RUPEE,34.78,2019-03-31,111,2019,2,2019,1,03,31
2019-03-31,MEXICO,PESO,MEXICO-PESO,19.295,2019-03-31,112,2019,2,2019,1,03,31
2019-03-31,MICRONESIA,DOLLAR,MICRONESIA-DOLLAR,1.0,2019-03-31,113,2019,2,2019,1,03,31
2019-03-31,MOLDOVA,LEU,MOLDOVA-LEU,17.3,2019-03-31,114,2019,2,2019,1,03,31
2019-03-31,MONGOLIA,TUGRIK,MONGOLIA-TUGRIK,2631.28,2019-03-31,115,2019,2,2019,1,03,31
2019-03-31,MONTENEGRO,EURO,MONTENEGRO-EURO,0.89,2019-03-31,116,2019,2,2019,1,03,31
2019-03-31,MOROCCO,DIRHAM,MOROCCO-DIRHAM,9.656,2019-03-31,117,2019,2,2019,1,03,31
2019-03-31,MOZAMBIQUE,METICAL,MOZAMBIQUE-METICAL,63.35,2019-03-31,118,2019,2,2019,1,03,31
2019-03-31,MYANMAR,KYAT,MYANMAR-KYAT,1500.0,2019-03-31,119,2019,2,2019,1,03,31
2019-03-31,NAMIBIA,DOLLAR,NAMIBIA-DOLLAR,14.515,2019-03-31,120,2019,2,2019,1,03,31
2019-03-31,NEPAL,RUPEE,NEPAL-RUPEE,110.05,2019-03-31,121,2019,2,2019,1,03,31
2019-03-31,NETHERLANDS,EURO,NETHERLANDS-EURO,0.89,2019-03-31,123,2019,2,2019,1,03,31
2019-03-31,NETHERLANDS ANTILLES,GUILDER,NETHERLANDS ANTILLES-GUILDER,1.78,2019-03-31,122,2019,2,2019,1,03,31
2019-03-31,NEW ZEALAND,DOLLAR,NEW ZEALAND-DOLLAR,1.47,2019-03-31,124,2019,2,2019,1,03,31
2019-03-31,NICARAGUA,CORDOBA,NICARAGUA-CORDOBA,32.85,2019-03-31,125,2019,2,2019,1,03,31
2019-03-31,NIGER,CFA FRANC,NIGER-CFA FRANC,576.45,2019-03-31,126,2019,2,2019,1,03,31
2019-03-31,NIGERIA,NAIRA,NIGERIA-NAIRA,361.0,2019-03-31,127,2019,2,2019,1,03,31
2019-03-31,NORWAY,KRONE,NORWAY-KRONE,8.614,2019-03-31,128,2019,2,2019,1,03,31
2019-03-31,OMAN,RIAL,OMAN-RIAL,0.385,2019-03-31,129,2019,2,2019,1,03,31
2019-03-31,PAKISTAN,RUPEE,PAKISTAN-RUPEE,140.06,2019-03-31,130,2019,2,2019,1,03,31
2019-03-31,PALAU,DOLLAR,PALAU-DOLLAR,1.0,2019-03-31,131,2019,2,2019,1,03,31
2019-03-31,PANAMA,BALBOA,PANAMA-BALBOA,1.0,2019-03-31,132,2019,2,2019,1,03,31
2019-03-31,PAPUA NEW GUINEA,KINA,PAPUA NEW GUINEA-KINA,3.29,2019-03-31,133,2019,2,2019,1,03,31
2019-03-31,PARAGUAY,GUARANI,PARAGUAY-GUARANI,6180.0,2019-03-31,134,2019,2,2019,1,03,31
2019-03-31,PERU,NUEVO SOL,PERU-NUEVO SOL,3.316,2019-03-31,135,2019,2,2019,1,03,31
2019-03-31,PHILIPPINES,PESO,PHILIPPINES-PESO,52.62,2019-03-31,136,2019,2,2019,1,03,31
2019-03-31,POLAND,ZLOTY,POLAND-ZLOTY,3.831,2019-03-31,137,2019,2,2019,1,03,31
2019-03-31,PORTUGAL,EURO,PORTUGAL-EURO,0.89,2019-03-31,138,2019,2,2019,1,03,31
2019-03-31,QATAR,RIYAL,QATAR-RIYAL,3.64,2019-03-31,139,2019,2,2019,1,03,31
2019-03-31,ROMANIA,NEW LEU,ROMANIA-NEW LEU,4.239,2019-03-31,140,2019,2,2019,1,03,31
2019-03-31,RUSSIA,RUBLE,RUSSIA-RUBLE,64.821,2019-03-31,141,2019,2,2019,1,03,31
2019-03-31,RWANDA,FRANC,RWANDA-FRANC,890.0,2019-03-31,142,2019,2,2019,1,03,31
2019-03-31,SAO TOME & PRINCIPE,NEW DOBRAS,SAO TOME & PRINCIPE-NEW DOBRAS,21.699,2019-03-31,143,2019,2,2019,1,03,31
2019-03-31,SAO TOME & PRINCIPE,DOBRAS,SAO TOME & PRINCIPE-DOBRAS,20941.008,2019-03-31,144,2019,2,2019,1,03,31
2019-03-31,SAUDI ARABIA,RIYAL,SAUDI ARABIA-RIYAL,3.75,2019-03-31,145,2019,2,2019,1,03,31
2019-03-31,SENEGAL,CFA FRANC,SENEGAL-CFA FRANC,576.45,2019-03-31,146,2019,2,2019,1,03,31
2019-03-31,SERBIA,DINAR,SERBIA-DINAR,105.0,2019-03-31,147,2019,2,2019,1,03,31
2019-03-31,SEYCHELLES,RUPEE,SEYCHELLES-RUPEE,13.58,2019-03-31,148,2019,2,2019,1,03,31
2019-03-31,SIERRA LEONE,LEONE,SIERRA LEONE-LEONE,8911.0,2019-03-31,149,2019,2,2019,1,03,31
2019-03-31,SINGAPORE,DOLLAR,SINGAPORE-DOLLAR,1.355,2019-03-31,150,2019,2,2019,1,03,31
2019-03-31,SLOVAK REPUBLIC,EURO,SLOVAK REPUBLIC-EURO,0.89,2019-03-31,151,2019,2,2019,1,03,31
2019-03-31,SLOVENIA,EURO,SLOVENIA-EURO,0.89,2019-03-31,152,2019,2,2019,1,03,31
2019-03-31,SOLOMON ISLANDS,DOLLAR,SOLOMON ISLANDS-DOLLAR,7.752,2019-03-31,153,2019,2,2019,1,03,31
2019-03-31,SOMALI,SHILLING,SOMALI-SHILLING,575.0,2019-03-31,154,2019,2,2019,1,03,31
2019-03-31,SOUTH AFRICA,RAND,SOUTH AFRICA-RAND,14.515,2019-03-31,155,2019,2,2019,1,03,31
2019-03-31,SOUTH SUDANESE,POUND,SOUTH SUDANESE-POUND,155.92,2019-03-31,156,2019,2,2019,1,03,31
2019-03-31,SPAIN,EURO,SPAIN-EURO,0.89,2019-03-31,157,2019,2,2019,1,03,31
2019-03-31,SRI LANKA,RUPEE,SRI LANKA-RUPEE,175.35,2019-03-31,158,2019,2,2019,1,03,31
2019-03-31,ST LUCIA,EC DOLLAR,ST LUCIA-EC DOLLAR,2.7,2019-03-31,159,2019,2,2019,1,03,31
2019-03-31,SUDAN,SUDANESE POUND,SUDAN-SUDANESE POUND,47.0,2019-03-31,160,2019,2,2019,1,03,31
2019-03-31,SURINAME,GUILDER,SURINAME-GUILDER,7.52,2019-03-31,161,2019,2,2019,1,03,31
2019-03-31,SWAZILAND,LILANGENI,SWAZILAND-LILANGENI,14.35,2019-03-31,162,2019,2,2019,1,03,31
2019-03-31,SWEDEN,KRONA,SWEDEN-KRONA,9.258,2019-03-31,163,2019,2,2019,1,03,31
2019-03-31,SWITZERLAND,FRANC,SWITZERLAND-FRANC,0.996,2019-03-31,164,2019,2,2019,1,03,31
2019-03-31,SYRIA,POUND,SYRIA-POUND,515.0,2019-03-31,165,2019,2,2019,1,03,31
2019-03-31,TAIWAN,DOLLAR,TAIWAN-DOLLAR,30.837,2019-03-31,166,2019,2,2019,1,03,31
2019-03-31,TAJIKISTAN,SOMONI,TAJIKISTAN-SOMONI,9.4,2019-03-31,167,2019,2,2019,1,03,31
2019-03-31,TANZANIA,SHILLING,TANZANIA-SHILLING,2305.0,2019-03-31,168,2019,2,2019,1,03,31
2019-03-31,THAILAND,BAHT,THAILAND-BAHT,31.71,2019-03-31,169,2019,2,2019,1,03,31
2019-03-31,TIMOR,LESTE DILI,TIMOR-LESTE DILI,1.0,2019-03-31,170,2019,2,2019,1,03,31
2019-03-31,TOGO,CFA FRANC,TOGO-CFA FRANC,576.45,2019-03-31,171,2019,2,2019,1,03,31
2019-03-31,TONGA,PA'ANGA,TONGA-PA'ANGA,2.167,2019-03-31,172,2019,2,2019,1,03,31
2019-03-31,TRINIDAD & TOBAGO,DOLLAR,TRINIDAD & TOBAGO-DOLLAR,6.719,2019-03-31,173,2019,2,2019,1,03,31
2019-03-31,TUNISIA,DINAR,TUNISIA-DINAR,3.01,2019-03-31,174,2019,2,2019,1,03,31
2019-03-31,TURKEY,LIRA,TURKEY-LIRA,5.283,2019-03-31,175,2019,2,2019,1,03,31
2019-03-31,TURKMENISTAN,NEW MANAT,TURKMENISTAN-NEW MANAT,3.491,2019-03-31,176,2019,2,2019,1,03,31
2019-03-31,UGANDA,SHILLING,UGANDA-SHILLING,3710.0,2019-03-31,177,2019,2,2019,1,03,31
2019-03-31,UKRAINE,HRYVNIA,UKRAINE-HRYVNIA,27.235,2019-03-31,178,2019,2,2019,1,03,31
2019-03-31,UNITED ARAB EMIRATES,DIRHAM,UNITED ARAB EMIRATES-DIRHAM,3.673,2019-03-31,179,2019,2,2019,1,03,31
2019-03-31,UNITED KINGDOM,POUND STERLING,UNITED KINGDOM-POUND STERLING,0.764,2019-03-31,180,2019,2,2019,1,03,31
2019-03-31,URUGUAY,PESO,URUGUAY-PESO,33.79,2019-03-31,181,2019,2,2019,1,03,31
2019-03-31,UZBEKISTAN,SOM,UZBEKISTAN-SOM,8370.0,2019-03-31,182,2019,2,2019,1,03,31
2019-03-31,VANUATU,VATU,VANUATU-VATU,111.73,2019-03-31,183,2019,2,2019,1,03,31
2019-03-31,VENEZUELA,BOLIVAR-FUERTE,VENEZUELA-BOLIVAR-FUERTE,248832.0,2019-03-31,184,2019,2,2019,1,03,31
2019-03-31,VENEZUELA,BOLIVAR-SOBERANO,VENEZUELA-BOLIVAR-SOBERANO,3299.59,2019-03-31,185,2019,2,2019,1,03,31
2019-03-31,VIETNAM,DONG,VIETNAM-DONG,23203.0,2019-03-31,186,2019,2,2019,1,03,31
2019-03-31,WESTERN SAMOA,TALA,WESTERN SAMOA-TALA,2.525,2019-03-31,187,2019,2,2019,1,03,31
2019-03-31,YEMEN,RIAL,YEMEN-RIAL,480.0,2019-03-31,188,2019,2,2019,1,03,31
2019-03-31,ZAMBIA,NEW KWACHA,ZAMBIA-NEW KWACHA,12.13,2019-03-31,189,2019,2,2019,1,03,31
2019-03-31,ZIMBABWE,DOLLAR,ZIMBABWE-DOLLAR,1.0,2019-03-31,190,2019,2,2019,1,03,31
